osm_id,osm_type,name,category,amenity,lat,lon,postcode,street,cuisine,website
451152,node,King of Prussia,Pub,pub,51.6008404,-0.1946078,N3 1DH,Regents Park Road,pizza;burger,https://www.thekingfinchley.com
451153,node,Central Restaurant,Restaurant,restaurant,51.6020306,-0.1935029,,,,
451154,node,The Catcher in the Rye,Pub,pub,51.5995788,-0.196028,N3 1DP,Regents Park Road,,
451271,node,The Tally Ho,Pub,pub,51.6141038,-0.1765556,N12 0BP,High Road,,https://thetallyhopub.co.uk/
12242503,node,Railway Bell,Pub,pub,51.5920158,0.0279621,,,,https://www.greeneking.co.uk/pubs/greater-london/railway-bell
13353276,node,The Harrow,Pub,pub,51.4097991,-0.4440569,,,,
15262028,node,The Monkey Puzzle,Pub,pub,51.5164813,-0.1698266,W2 1JQ,Southwick Street,,https://themonkeypuzzlepub.co.uk/
18235090,node,The Arab Boy,Pub,pub,51.4628591,-0.2266975,SW15 6SP,Upper Richmond Road,,
20599885,node,Golden Lion,disused_pub,disused_pub,51.5302738,-0.117551,,,,
20821133,node,The Union Bar,Pub,pub,51.5004234,-0.1777428,,,,
20973312,node,Kings Arms,Pub,pub,51.4691887,-0.2100687,SW6 4RN,New King's Road,,https://www.kingsarms-fulham.co.uk/
20973316,node,The Waterside,Pub,pub,51.4727261,-0.1811598,SW6 2SU,The Boulevard,,
21593232,node,The Last Judgement,Pub,pub,51.5153316,-0.1117428,WC2A 1DT,Chancery Lane,,
21593236,node,Ship Tavern,Pub,pub,51.5172518,-0.1191791,WC2A 3HP,Gate Street,,
21593237,node,The Polish Bar (Na Zdrowie),Bar,bar,51.5173465,-0.1189566,WC1V 7DX,Little Turnstile,polish,
21593238,node,All Bar One,Bar,bar,51.5163376,-0.119321,WC2B 6DX,Kingsway,,
21686579,node,White Haus,Pub,pub,51.5154029,-0.1043348,EC4A 4AB,Farringdon Street,,https://www.thewhitehaus.co.uk/
21693791,node,The Saint,Bar,bar,51.5150736,-0.0997325,EC4M 7DQ,Rose Steet,,http://www.jamies.london/bars/the-saint
21979927,node,Costa,Coffee Shop,cafe,51.3981188,-0.4129625,,,coffee_shop,
21980919,node,Old Manor Inn,Pub,pub,51.3886519,-0.4228087,KT12 2NZ,Manor Road,,
25471087,node,Marquess of Anglesey,Pub,pub,51.5128467,-0.1212167,,Bow Street,,https://www.themarquess.co.uk/
25473538,node,The Liberty Bounds,Pub,pub,51.509731,-0.0785318,EC3N 4AA,Trinity Square,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-liberty-bounds-tower-of-london
25475187,node,The Cheshire Cheese,Pub,pub,51.5114165,-0.0776978,EC3N 2AP,Crutched Friars,,https://www.greatukpubs.co.uk/cheshire-cheese-tower-hill
25475389,node,Woburn Cafe,Coffee Shop,cafe,51.5265807,-0.1292505,,,,
25475914,node,The Swan,Pub,pub,51.5210917,-0.1228519,,,,https://www.greeneking.co.uk/pubs/greater-london/swan
25496840,node,26 Furnival Street,Pub,pub,51.5167141,-0.1103638,EC4A 1JS,Furnival Street,,https://www.26furnivalstreet.com/
25497832,node,Cafe Angel,Coffee Shop,cafe,51.5247641,-0.1161125,,,,
25510381,node,Crown & Cushion,Pub,pub,51.4994616,-0.1139642,SE1 7HR,Westminster Bridge Road,,https://www.thecrownandcushion-london.foodanddrinksites.co.uk/
25523569,node,Shortlands Tavern,Pub,pub,51.4053384,0.0034181,BR2 0EY,Station Road,,https://www.shortlandstavern.co.uk/
25524219,node,The Railway,Pub,pub,51.3803526,-0.0133037,,,,
25592547,node,The Duke of York,Pub,pub,51.5089598,-0.3385051,W7 3SP,Uxbridge Road,,
25597628,node,The Angelic,Pub,pub,51.5347892,-0.1072883,N1 0RJ,Liverpool Road,,
25717653,node,The Old Ale Emporium,Pub,pub,51.5780132,-0.0990941,N4 1EU,Green Lanes,,https://the-old-ale-emporium.edan.io/
25717655,node,The Beaconsfield,Pub,pub,51.5763654,-0.0987786,N4 1DZ,Green Lanes,,
25729218,node,The Brockley Jack,Pub,pub,51.4534062,-0.038511,SE4 2DH,Brockley Road,international,https://www.greeneking.co.uk/pubs/greater-london/brockley-jack
25744422,node,Bold Food & Bar,Restaurant,restaurant,51.5649774,-0.140689,N19 5HS,Dartmouth Park Hill,Pizza;mediterranean,https://www.thehouselondon.co.uk/
25744507,node,Aces and Eights Saloon Bar,Pub,pub,51.5566538,-0.1383959,NW5 2HP,Fortess Road,pizza,https://www.acesandeightssaloonbar.com/
25746185,node,The Cheshire Cheese,Pub,pub,51.5123895,-0.1131849,WC2R 3LD,,,
25831302,node,Lockside Lounge,Bar,bar,51.5410872,-0.1466139,NW1 8AF,Camden Lock Place,,https://www.camdenlockside.co.uk/
25831313,node,Lock 17,Bar,bar,51.5412394,-0.14576,NW1 8AB,Camden Lock Place,,http://www.lock17-camden.co.uk
25894993,node,The Corner Flag,Pub,pub,51.5672223,-0.1219758,,Hornsey Road,,
25991205,node,Jack's Cafe,Coffee Shop,cafe,51.5509046,-0.0724776,E8 2EZ,Shacklewell Lane,,
26040005,node,The Limping Fox,Pub,pub,51.3860498,-0.3238196,KT7 0UX,Rushett Road,pub,https://www.thelimpingfox.co.uk/
26065903,node,The BlackStock,Pub,pub,51.5645126,-0.104466,N4 2HY,Seven Sisters Road,,
26108616,node,Kingswood Arms,Pub,pub,51.2949328,-0.2125085,KT20 6EB,Waterhouse Lane,,https://www.kingswoodarms.co.uk/
26197017,node,The White Lion of Mortimer,Pub,pub,51.5693773,-0.1126397,,Stroud Green Road,,
26269218,node,Springfield Park Cafe,Coffee Shop,cafe,51.5691513,-0.0598633,E5 9EF,Springfield,,https://springfieldparkcafe.co.uk
26310696,node,Fox on the Green,Bar,bar,51.536675,-0.1031148,N1 2XH,Islington Green,,https://www.crafted-social.co.uk/fox-on-the-green-islington
26363049,node,The Gate,Pub,pub,51.6419852,-0.2424157,,,,
26422089,node,The Mint,Pub,pub,51.3176651,-0.1901579,SM7 3DS,Park Road,,
26544484,node,Casuarina Tree,Restaurant,restaurant,51.3980144,-0.1722345,CR4 4BG,London Road,indian,
26603473,node,The Loft,Pub,pub,51.5362244,-0.4769664,UB8 2PU,Villier Street,,https://www.theloftuxbridge.com/
26603928,node,Karma Lounge,Restaurant,restaurant,51.5271668,-0.4816991,,,,https://thekarmalounge.co.uk/
26603929,node,The Crown,Pub,pub,51.5310186,-0.4820512,UB8 2NL,High Street,,
26604024,node,Jin Li,Restaurant,restaurant,51.525732,-0.4585479,UB8 3NJ,Pield Heath Road,chinese,https://www.jinli.co.uk/en/
26610587,node,The Good Mixer,Pub,pub,51.5394566,-0.1446078,NW1 7HB,Inverness Street,,
26610590,node,The Oxford Arms,Pub,pub,51.5405479,-0.1443341,NW1 7BU,Camden High Street,,
26610612,node,Canalside Bar,Bar,bar,51.5411992,-0.1458705,NW1 8AF,"Middle Yard, Camden Lock Place",,
26699558,node,The Flying Horse,Pub,pub,51.5165109,-0.1307587,,,,https://www.nicholsonspubs.co.uk/restaurants/london/theflyinghorseoxfordstreetlondon
26816003,node,Free Library,public_bookcase,public_bookcase,51.5204541,-0.0991614,,,,
26845558,node,Old Tree Daiwan Bee,Restaurant,restaurant,51.5110542,-0.1325596,,,taiwanese,
26979398,node,Queen's Head,Pub,pub,51.5459392,-0.4799811,UB8 1AB,Windsor Street,,https://www.greeneking-pubs.co.uk/pubs/middlesex/queens-head/
26979399,node,The Metropolitan,Pub,pub,51.5454653,-0.480097,UB8 1AB,Windsor Street,,https://www.greatukpubs.co.uk/metropolitan-tavern-uxbridge
26979400,node,The Fig Tree,Pub,pub,51.5455668,-0.4802997,UB8 1AB,Windsor Street,,https://www.greeneking-pubs.co.uk/pubs/middlesex/fig-tree/
26979401,node,Whelans,Pub,pub,51.5476493,-0.4806061,,,,
26979403,node,The Three Tuns,Pub,pub,51.5456282,-0.4788813,UB8 1JN,High Street,,https://www.greeneking.co.uk/pubs/middlesex/three-tuns
26979404,node,Five Guys,Fast Food,fast_food,51.546377,-0.4792492,UB8 1JZ,High Street,burger,
26980235,node,The Wonder,Pub,pub,51.6630788,-0.0854123,,,,
26982478,node,The Pied Bull,Pub,pub,51.6781721,-0.0593586,EN2 9HE,,,
26982535,node,The King and Tinker,Pub,pub,51.6813611,-0.0770974,,,,
26992533,node,General Napier,Pub,pub,51.4455382,-0.044651,SE23 1EX,Bovill Road,,
26992933,node,The Honor Oak,Pub,pub,51.4432329,-0.0422998,SE23 1RH,St Germans Road,,https://www.honoroak.pub/
27017235,node,Sir John Balcombe,Pub,pub,51.5234117,-0.1618602,,Balcombe Street,,
27245287,node,The Shaftesbury Arms,Pub,pub,51.465564,-0.299238,TW9 2PN,Kew Road,,
27348824,node,Rose and Crown,Pub,pub,51.671207,-0.083777,,,,
27349206,node,Cricketers Arms,Pub,pub,51.656505,-0.0874147,,,,
27349264,node,The Meeting Bar and Restaurant,Restaurant,restaurant,51.6499158,-0.063099,EN1 1RG,Southbury Road,thai,https://www.themeetingenfield.com
27364392,node,No.8 Seven Sisters,Pub,pub,51.5783635,-0.0819029,,,,
27390454,node,The Ferry Gurkha Kitchen,Restaurant,restaurant,51.3894939,-0.3253646,KT7 0XY,Ferry Street / Portsmouth Road,nepalese,https://www.theferrygurkharestaurant.co.uk/
27408323,node,The Drapers Arms,Pub,pub,51.5116826,-0.3051555,W5 5DB,High Street,,
27411557,node,North Nineteen,Pub,pub,51.5646374,-0.1217505,,,,
27418915,node,The Ship,Pub,pub,51.4986033,0.2564934,,,,
27475739,node,The Grove,Pub,pub,51.5102956,-0.3052313,,,,
27475983,node,The Red Lion,Pub,pub,51.5080196,-0.3050181,,,,https://www.theredlionw5.com/
27476034,node,The Castle Inn,Pub,pub,51.5061889,-0.3053344,W5 5EU,St Marys Road,,https://www.castleealing.co.uk/
27476983,node,The Shanakee,Pub,pub,51.5148399,-0.302661,,,,
27476990,node,The North Star,Pub,pub,51.5138717,-0.3018562,,,,
27477157,node,The Wheatsheaf,Pub,pub,51.5169211,-0.299932,W5 2HZ,Haven Lane,,https://wheatsheaf-ealing.co.uk/
27477159,node,The Haven Arms,Pub,pub,51.5168303,-0.3000951,W5 2HZ,Haven Lane,,http://www.thehavenarms.co.uk/
27512718,node,Lots Road,Pub,pub,51.4776729,-0.1833426,SW10 0RJ,Lots Road,,https://lotsroadchelsea.co.uk/
27718642,node,The Star Tavern,Pub,pub,51.4984423,-0.155855,SW1X 8HT,Belgrave Mews West,,https://www.star-tavern-belgravia.co.uk/
29039088,node,The Queen's Larder,Pub,pub,51.5212273,-0.1225308,WC1N 3AR,,,
29372721,node,Sundridge Park hotel and conference Ctr,Hotel,hotel,51.4170299,0.0372264,,,,
29395318,node,The Admiral Byng,Pub,pub,51.6996519,-0.1902719,,Darkes Lane,,https://www.jdwetherspoon.com/pubs/all-pubs/england/hertfordshire/the-admiral-byng-potters-bar
30062730,node,Perks and White,Coffee Shop,cafe,51.4400001,-0.1051929,SE27 9BW,Station Rise,,
30483366,node,The Park Tavern,Pub,pub,51.4195033,-0.2875532,KT2 6AP,New Road,,
30512931,node,The Cardinal,Pub,pub,51.4265543,-0.2982274,KT2 5QG,Tudor Drive,,
30585304,node,The Bayswater Arms,Pub,pub,51.5126423,-0.187786,,,,
30592669,node,The Fettler & Firkin,old_pub,old_pub,51.5158735,-0.1785626,,,,
30592674,node,Prince Albert,Pub,pub,51.5095361,-0.1975022,,Pembridge Road,,https://www.the-prince-albert.co.uk/
30669338,node,The Rose of York,Pub,pub,51.4505854,-0.3002861,TW10 6UY,Petersham Road,,
30793153,node,Tommy Flynns,Pub,pub,51.5589274,-0.1206516,N7 6JA,Holloway Road,,
31247045,node,The Shawl,Pub,pub,51.5628777,-0.3560203,HA2 8EE,Northolt Road,irish,
31247069,node,Salt Bar,Pub,pub,51.5694406,-0.3464574,HA2 0JY,Roxeth Hill,indian,
31275782,node,The Lord Palmerston,Pub,pub,51.3689042,-0.1619811,,,,
31314241,node,DoubleTree by Hilton Hotel London - Marble Arch,Hotel,hotel,51.514571,-0.1566381,W1H 7BY,Bryanston Street,,https://www.hilton.com/en/hotels/lonmadi-doubletree-london-marble-arch/?WT.mc_id=zELWAKN0EMEA1DT2DMH3LocalSearch4DGGenericx6LONMADI
31322806,node,The Turks Head,Pub,pub,51.4099036,-0.4888313,TW18 1SB,The Broadway,,
31452360,node,Bar Story,Bar,bar,51.4695231,-0.0698846,SE15 4QL,Blenheim Grove,,
31472797,node,The Swan,Pub,pub,51.5556251,-0.316774,HA0 2LP,Harrow Road,,
32544807,node,Ryan's Bar,Bar,bar,51.5503528,-0.3392639,,Greenford Road,,
32654858,node,Ye Olde Swan,Pub,pub,51.3929194,-0.3317479,KT7 0QQ,Summer Road,,
32921722,node,Lazy Ballerinas,Bar,bar,51.5140621,-0.1088749,,Fleet Street,,
33077538,node,Duke of Cambridge,Pub,pub,51.4714994,-0.3552674,,,,
33077565,node,Duke of York,Pub,pub,51.4675133,-0.3866606,,,,
33101954,node,Turnpike House,Pub,pub,51.5749285,-0.0719505,,,,
33116988,node,The Black Horse,Pub,pub,51.4778706,-0.3628656,,,,
33497682,node,Lord Nelson,Pub,pub,51.3654748,-0.184308,SM1 4QP,Lower Road,,
33583650,node,The Sun,Pub,pub,51.367124,-0.1641978,SM5 2HU,North Street,,https://www.thesuncarshalton.com/
33665778,node,Rose & Crown,Pub,pub,51.3685885,-0.1551403,SM6 7HX,,,
34190586,node,The Woodlands Tavern,Pub,pub,51.4729787,-0.3376386,,,,
34190682,node,The Swan Inn,Pub,pub,51.4689419,-0.3241118,,,,https://www.swaninnisleworth.co.uk/
34190698,node,Cinnamon Lounge,Restaurant,restaurant,51.472105,-0.3284018,,,indian,
34190721,node,The Red Lion,Pub,pub,51.4735028,-0.3338701,,,,
36217541,node,The Horseshoe Bar,Pub,pub,51.561967,-0.3727312,,Eastcote Lane,,
36314175,node,Coach & Horses,Pub,pub,51.3650377,-0.1623319,,,,
36487478,node,Hare and Hounds,Pub,pub,51.4916527,-0.3393015,,,,https://www.hareandhoundsosterley.co.uk/
36509097,node,The Royal,Restaurant,restaurant,51.4983082,-0.3266794,W7 2AX,Boston Road,american,https://www.harvester.co.uk/restaurants/london/theroyallondon
36585191,node,The Woodman,Pub,pub,51.3650042,-0.1625787,,,,
36684379,node,Maggies Fish & Chip,Fast Food,fast_food,51.5420582,-0.3459836,UB6 8PU,Oldfield Lane North,fish_and_chips,
36684383,node,Café Express,Coffee Shop,cafe,51.5520625,-0.3504501,UB5 4RR,Oldfields Circus,,
36685542,node,The Royal Oak,Pub,pub,51.4669866,-0.3408452,,,,https://www.royaloakisleworth.co.uk/
36868088,node,The Railway,Pub,pub,51.3562255,-0.2162302,,,,
36869280,node,The Grumpy Mole,Pub,pub,51.3556652,-0.2222369,,,,
36989169,node,The Harrow,Pub,pub,51.3576314,-0.2157505,,,,https://www.crafted-social.co.uk/harrow-cheam
37124435,node,The Railway Tavern,Pub,pub,51.3693298,-0.1658625,SM5 2HG,North Street,,https://www.railwaytaverncarshalton.co.uk/
37155037,node,The Butterchurn,Pub,pub,51.369505,-0.1802281,SM1 3AS,Erskine Road,,https://www.greeneking.co.uk/pubs/surrey/butterchurn
37552364,node,Caffè Nero,Coffee Shop,cafe,51.3578338,-0.2166893,,,coffee_shop,
39601041,node,Harvest Home,Pub,pub,51.3723143,-0.1316804,CR0 4TG,Beddington Lane,,
39663028,node,Horse & Groom,Pub,pub,51.4155329,-0.1917749,SW19 1DE,Merton High Street,,https://www.craftunionpubs.com/horse-and-groom-wimbledon
39741897,node,The Sultan,Pub,pub,51.4185272,-0.1853025,SW19 1BN,Norman Road,,
40175772,node,The Nightingale,Pub,pub,51.3627599,-0.1852127,SM1 4LG,Carshalton Road,,
41027353,node,The King Harold,Pub,pub,51.5940913,0.2351305,,,,
45273242,node,Station Cafe,Coffee Shop,cafe,51.5937738,0.2342052,,,,
45292830,node,Bamboo Garden,Fast Food,fast_food,51.5935989,0.2336231,,,chinese,
45293688,node,Bombay Palace,Restaurant,restaurant,51.5939208,0.2346712,,,indian,
45298307,node,McDonald's,Fast Food,fast_food,51.6004092,0.2113795,,,burger,
46714849,node,The Baring Arms,Pub,pub,51.537057,-0.0884773,N1 3DS,Baring Street,,
47733711,node,The Frying Pan,Fast Food,fast_food,51.5938555,0.2344868,,,fish_and_chips,
48928595,node,London Hospital Tavern,Pub,pub,51.5190934,-0.0589373,E1 1BJ,Whitechapel Road,,
49300405,node,The Temperance,Pub,pub,51.4693971,-0.2104963,SW6 3LF,Fulham High Street,,https://www.crafted-social.co.uk/temperance-fulham
49311908,node,The Volunteer,Pub,pub,51.5239797,-0.1585799,,Baker Street,,https://www.thevolunteernw1.co.uk/
49314952,node,The Colonel Fawcett,Pub,pub,51.54181,-0.1359896,NW1 0SS,Randolph Street,,https://thecolonelfawcett.co.uk/
49319602,node,The Marlborough Arms,Pub,pub,51.5218219,-0.1337724,WC1E 7HJ,Torrington Place,,https://www.greeneking.co.uk/pubs/greater-london/marlborough-arms
50453784,node,The White Hart Inn,Pub,pub,51.4557401,-0.3542958,TW2 7DY,Kneller Road,,
50453906,node,The Duke of Cambridge,Pub,pub,51.4547683,-0.3514212,TW2 7DT,Kneller Road,,
52755412,node,The Duke of Wellington,Pub,pub,51.5401086,-0.0744743,E8 4EP,Haggerston Road,,
56446211,node,The Crown,Pub,pub,51.3736894,-0.05418,CR0 8BA,Wickham Road,,
57730534,node,The Lord Clyde,Pub,pub,51.4666594,-0.3587255,,,,
59169435,node,The Bolton,Pub,pub,51.4895785,-0.1904313,SW5 9BQ,Old Brompton Road,,https://www.theboltonearlscourt.co.uk/
59367436,node,The Good Year,Fast Food,fast_food,51.6050239,0.2349029,RM3 9PH,Petersfield Avenue,chinese,
59651717,node,The Bulstrode Pub,Pub,pub,51.4707517,-0.3669356,TW3 1JG,Lampton Road,,
59788102,node,The Wharf,Pub,pub,51.4743431,0.3145286,RM17 6SZ,Wharf Road South,,
59931333,node,easyHotel Victoria,Hotel,hotel,51.4919882,-0.1420048,SW1V 1RG,Belgrave Road,,https://www.easyhotel.com/hotels/united-kingdom/london/victoria
59932133,node,KFC,Fast Food,fast_food,51.37774,-0.0253425,BR4 0LZ,High Street,chicken,
59933337,node,Shirley Inn,Pub,pub,51.3743818,-0.0502512,CR0 8BF,Wickham Road,,
60030740,node,Greedies,Coffee Shop,cafe,51.4686299,-0.3275195,TW7 7AA,South Street,,
60307094,node,The Cricketers,Pub,pub,51.3751766,-0.0836591,CR0 6SG,Addiscombe Road,,
60660465,node,Farmer J,Fast Food,fast_food,51.5229924,-0.1257455,,,regional,
61937679,node,The Goose at the George,Pub,pub,51.6519527,-0.0814868,EN2 6LE,The Town,,
61947415,node,The Hop Poles,Pub,pub,51.6631766,-0.0773879,,,,
61947416,node,The Jolly Farmers,Pub,pub,51.6547576,-0.1077361,,,,
61955733,node,The Stag,Pub,pub,51.6528776,-0.0865804,,,,
61978940,node,Jolly Butchers,Pub,pub,51.6594925,-0.0799229,,,,
61987558,node,The Wheatsheaf,Pub,pub,51.6599599,-0.0792592,,,,
65095110,node,Tratorria Raffaele,Restaurant,restaurant,51.4256431,-0.0487489,SE26 5JX,Sydenham Road,italian,https://www.trattoriaraffaele.com/
76660110,node,The Greystoke,Pub,pub,51.5169424,-0.2899892,W5 3HU,Queens Parade,,https://www.greeneking.co.uk/pubs/greater-london/greystoke
87355103,node,The Sir Julian Huxley,Pub,pub,51.3434396,-0.0624612,CR2 8LB,Addington Road,,https://www.jdwetherspoon.com/pubs/the-sir-julian-huxley-selsdon
89125490,node,The Bricklayers Arms,Pub,pub,51.4067174,-0.0318015,BR3 1BN,High Street,,
89125621,node,Ye George Inn,Pub,pub,51.4072361,-0.0276499,BR3 1AG,High Street,,https://www.thegeorgeinnbeckenham.co.uk/#/
89125652,node,O'Neils,Pub,pub,51.4104781,-0.024671,BR3 1AZ,High Street,,
90272342,node,Fox Under The Hill,Pub,pub,51.4738476,0.039705,SE18 4LT,Shooters Hill Road,,
90322956,node,The Harrow,Pub,pub,51.3195125,-0.0429315,,,,
90324545,node,The Bull Inn,Pub,pub,51.3139216,-0.0325699,,,,
92560386,node,The Jolly Gardeners,Pub,pub,51.4857401,-0.4057765,,,,
96008565,node,Bistrotheque,Restaurant,restaurant,51.5340961,-0.0560633,E2 9DR,Wadeson Street,,
96229448,node,Mithai Ghar,Restaurant,restaurant,51.517788,-0.0656989,E1 1DT,Whitechapel Road,,
98170592,node,Duke of St. Albans,Pub,pub,51.5614305,-0.1504467,NW5 1QX,Highgate Road,,https://www.dukeofstalbans.com/
106227688,node,The Swan,Pub,pub,51.3758911,-0.0148923,BR4 0NJ,High Street,,
108035448,node,The Nottingham Castle,Pub,pub,51.4787002,-0.1288063,SW8 2NB,Wandsworth Road,,
108035514,node,A toca,Restaurant,restaurant,51.47539,-0.1312087,SW8 2JH,Wandsworth Road,portuguese,
116097320,node,The Alice,Pub,pub,51.5149285,-0.0778751,EC3A 7BX,Houndsditch,,https://www.crafted-social.co.uk/alice-houndsditch-london
116097730,node,The Lion Houndsditch,Pub,pub,51.5148281,-0.0781193,EC3A 7DB,Houndsditch,,
128329850,node,The Camel,Pub,pub,51.4935531,-0.1418267,,,,
129996650,node,The Swan and Mitre,Pub,pub,51.4070877,0.0116437,BR1 1PG,High Street,,https://www.greeneking.co.uk/pubs/kent/swan-and-mitre
130159372,node,Venus,Restaurant,restaurant,51.4177496,-0.1777821,SW19 2NX,Christchurch Road,,
130159445,node,Corleone,Restaurant,restaurant,51.4182745,-0.1782663,SW19 2BN,High Street Colliers Wood,italian,
130210673,node,The Serpentine Lido Cafe,Coffee Shop,cafe,51.5046688,-0.1696555,,,,https://www.royalparks.org.uk/parks/hyde-park/food-and-drink/lido-bar-and-cafe
130216826,node,Nando's,Restaurant,restaurant,51.4136144,-0.1780875,SW19 2TY,Tandem Way,chicken;portuguese,https://www.nandos.co.uk/restaurants/colliers-wood
130220511,node,Wattenden Arms,Pub,pub,51.3076722,-0.1023778,CR8 5EU,Old Lodge Lane,,
130577719,node,The Bell and Crown,Pub,pub,51.4869374,-0.2830003,W4 3PL,Thames Road,,https://www.bell-and-crown.co.uk/
130577747,node,The Bull's Head,Pub,pub,51.4844753,-0.2783571,,,,https://www.chefandbrewer.com/pubs/greater-london/bulls-head
132957893,node,Alba,Restaurant,restaurant,51.4651993,-0.1291139,SW4 7SH,Bedford Road,pizza,
132960560,node,The Phoenix,Pub,pub,51.4687716,-0.1270502,,Clapham Road,,
132978018,node,Ferndales,Restaurant,restaurant,51.4629835,-0.1239279,SW4 7SE,Ferndale Road,pizza,
134900011,node,The Maypole,Pub,pub,51.3825845,-0.3009294,KT6 5BH,Hook Road,,
140681851,node,Starbucks,Coffee Shop,cafe,51.4989916,-0.1354995,SW1H 0AD,Palmer Street,coffee_shop,
140697749,node,Greggs,Fast Food,fast_food,51.4982302,-0.1352163,SW1H 0AD,Palmer Street,sandwich;bakery,
142435502,node,135 bar & lounge,Bar,bar,51.5229869,-0.0552609,E1 5RN,Cambridge Heath Road,,
144094891,node,Bagel Bite,Fast Food,fast_food,51.5147687,-0.3024572,W5 2NT,The Broadway,sandwich,
148782410,node,The White Ferry,Pub,pub,51.4889866,-0.1467405,SW1V 4LD,Sutherland Street,,
150609647,node,Prince Of Wales,Pub,pub,51.4337044,-0.0424719,SE23 2QL,Perry Rise,,
153620231,node,The Moon on the Hill,Pub,pub,51.3618835,-0.1932923,SM1 1DZ,Hill Road,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-moon-on-the-hill-sutton
160548974,node,The Morgan Arms,Pub,pub,51.5279082,-0.0309841,E3 5AA,Morgan Street,,https://www.morganarmsbow.com/
166612953,node,The Five Bells,Pub,pub,51.4571449,-0.4785802,,,,
166612962,node,The Rising Sun,Pub,pub,51.4602835,-0.4766612,TW19 7LB,Oaks Road,,
166967411,node,The Pembroke Castle,Pub,pub,51.5425434,-0.1548897,,Gloucester Avenue,,
169140424,node,The County Arms,Pub,pub,51.4500913,-0.1743309,SW18 3SH,Trinity Road,,
169140546,node,The Hope,Pub,pub,51.4461541,-0.1654356,SW17 7EG,Bellevue Road,,
169355678,node,Bon Gusto,Restaurant,restaurant,51.4992102,-0.1378188,SW1E 6PD,Buckingham Gate,italian,
169368767,node,Bank Restaurant & Bar,Restaurant,restaurant,51.4986304,-0.1372558,SW1E 6BS,Buckingham Gate,,https://www.individualrestaurants.com/
169384510,node,The Pineapple,Pub,pub,51.4986377,-0.139521,SW1E 6PR,Wilfred Street,,https://www.greeneking.co.uk/pubs/greater-london/colonies
169436940,node,Buckingham Coffee Lounge,Coffee Shop,cafe,51.4987752,-0.1412257,SW1E 5HS,Palace Street,,
169440015,node,Cask & Glass,Pub,pub,51.4985497,-0.1402518,SW1E 5HN,Palace Street,,
173456911,node,The Jolly Waggoners,Pub,pub,51.4777129,-0.4049338,,,,
175684023,node,Hen and Chickens theatre & bar,Pub,pub,51.5460243,-0.1019468,,,,
178448909,node,The Perry Hill,Pub,pub,51.4362614,-0.0346656,,,british,
178884202,node,The Anchor,Pub,pub,51.2816421,-0.3683612,,,,
180403503,node,Spaghetti House,Restaurant,restaurant,51.5186204,-0.1214512,WC1A 2QD,Sicilian Avenue,italian,https://www.spaghettihouse.co.uk/location/holborn/
187284060,node,PizzaExpress,Restaurant,restaurant,51.4427534,-0.1667732,SW17 7HR,Trinity Road,pizza,https://www.pizzaexpress.com/wandsworth-trinity-road
192399976,node,The Pineapple,Pub,pub,51.5529728,-0.1396355,NW5 2NX,Leverton Street,thai,https://www.thepineapplepubnw5.com/
194249790,node,The Furzedown,Pub,pub,51.4242687,-0.1420041,SW16 6NR,Mitcham Lane,,
206348091,node,The Plough,Pub,pub,51.3675107,-0.1321916,CR0 4QR,The Broadway,,https://www.youngs.co.uk/pub-detail.asp?PubID=437
207145668,node,Victoria Plaza café,Coffee Shop,cafe,51.4781383,-0.2909155,TW9 3AB,Kew Road,,
211260547,node,Royal Oak,Pub,pub,51.5816235,-0.3378121,HA1 1JP,St Anns Road,,https://www.greeneking-pubs.co.uk/pubs/middlesex/royal-oak/
212601199,node,South Hatch,Restaurant,restaurant,51.3201867,-0.2505759,,,,
213434643,node,The Swan,Pub,pub,51.4571771,-0.4802101,,,,
224146236,node,The George & Dragon,Pub,pub,51.472899,-0.0151598,SE10 8DE,Blackheath Hill,,https://georgedragon.com/
230058460,node,Four Thieves,Bar,bar,51.4640796,-0.1625527,SW11 1DJ,Lavender Gardens,,
240624074,node,Queen's Head,Pub,pub,51.5943364,-0.3807397,HA5 5PJ,High Street,,
241473415,node,The Druids Head,Pub,pub,51.4093122,-0.3064476,KT1 1JT,Market Place,,https://www.greeneking.co.uk/pubs/surrey/druids-head
242554852,node,Le Chamarel,Restaurant,restaurant,51.5896604,-0.105547,N8 0EP,Turnpike Lane,mauritian,https://www.lechamarel.co.uk/
242925119,node,The Fox,Pub,pub,51.5042436,-0.3433342,,,,
242925249,node,The Grosvenor,Pub,pub,51.5067265,-0.3276291,W7 2DT,Oaklands Road,,https://www.grosvenorpub.com/
242938605,node,The Green W7,Pub,pub,51.5071386,-0.3395948,W7 3TX,Lower Boston Road,,https://www.thegreenw7.com/
243512067,node,The Duke of Wellington,Restaurant,restaurant,51.4622646,-0.4275002,TW14 9QS,Hatton Road,indian,http://www.dukeathattoncross.com/
244056695,node,Beans & Beyond,Coffee Shop,cafe,51.5246924,-0.0752813,E2 7HR,Old Nichol Street,,
245097423,node,Rambles,Bar,bar,51.4588562,0.0048929,,Lee High Road,,
245433525,node,Whitewebbs House,Restaurant,restaurant,51.6783282,-0.0796137,EN2 9HQ,Whitewebbs Road,british,
246111569,node,The Alexandra,Pub,pub,51.4612829,-0.1382297,,,,
