business_id,birank_score,rank,friend_checkin_count,fof_checkin_count,social_unique_visitors,social_diversity_index,mean_bridge_confidence,social_boost,social_linked,best_gamma
F7FYN-nZ_Vb4o2oaPJjr-A,0.00030623794133241924,183,,,,,,,False,0.0
WbcLJqj84WrGRZ1FWQeQeA,0.0003059400497002921,184,,,,,,,False,0.0
nBr6NgqcZz1GhtAngU0RSQ,0.0003051046039502712,185,,,,,,,False,0.0
mIfISzGcOgxifjlYwU9vqg,0.0003050935607443766,186,,,,,,,False,0.0
thc-xdYdWzvWKeolRzK_kw,0.0003049923773880241,187,,,,,,,False,0.0
QdDUxADl5p_nILwgRywqoA,0.00030450603731354577,188,,,,,,,False,0.0
cQWrKXD4Nt9Gv-xk609Jdw,0.00030450553754600256,189,,,,,,,False,0.0
3uvFklejzRPwEPEZQ5vHYQ,0.00030370873792125375,190,,,,,,,False,0.0
EB5pnHGHthrpHw4875lzBg,0.00030367015145165235,191,0.0,1.3388,0.0,0.0,0.0,0.0,True,0.0
l8FMRUu-IVSuzcfCIeyHsg,0.0003033147605390372,192,,,,,,,False,0.0
9MHIC3BTGyE68EHD52XLCw,0.0003030149357299583,193,,,,,,,False,0.0
1KhFin3FDeR7auf39WBUiw,0.0003029396897435035,194,,,,,,,False,0.0
CupDB560BayqHoIEoeEhCQ,0.00030257098585427105,195,,,,,,,False,0.0
_BCDwsB-WFrFTzbOjbtavg,0.00030227462066342766,196,,,,,,,False,0.0
bGBK1r0I46Oc8eU8fNc0bg,0.0003016587204620728,197,,,,,,,False,0.0
QZJklQcVn5EqDarlAEwkZg,0.00030137010204174,198,0.2,0.0,1.0,0.6931,0.2,0.03882989051478855,True,0.0
d3v51cMiLdNvn0GevIQDeg,0.0003005990874199666,199,,,,,,,False,0.0
Gib553AC85MoMzQSusnc6w,0.0002998398778251808,200,,,,,,,False,0.0
IRJvFUVDEfS7YQJaiaV8zg,0.0002996190464243312,201,,,,,,,False,0.0
yVBTwIJdbtScInZ7G8eDwg,0.000299402932193817,202,0.0,0.2092,0.0,0.0,0.0,0.0,True,0.0
h2di-Poek8cax2_-xyBOVg,0.0002986472239846779,203,,,,,,,False,0.0
fiEOkqKETWUyQ6OkeM_F_g,0.0002983091946050409,204,,,,,,,False,0.0
1riuPe3T4qcDkYlmEPku_Q,0.00029812396436313055,205,0.9548,1.032,1.0,0.6931,0.2387,0.14275440436400616,True,0.0
8ZHMr31oBElXmaqSmZJs2Q,0.00029782988147588935,206,,,,,,,False,0.0
stL1yXLf9C85ZccQx-ySXg,0.00029782862731341214,207,,,,,,,False,0.0
L3u4I6wHtwMQJ-ZtvfrkkQ,0.00029765835919608923,208,,,,,,,False,0.0
X5s7U0pPUuSPhV2MK0GeqA,0.00029588558879496506,209,,,,,,,False,0.0
LU7WfvB9o5_JSW5IMvGedg,0.0002954848942600454,210,,,,,,,False,0.0
hSGNnn68K4W4Dbzp6GJ2UQ,0.00029501858949509925,211,,,,,,,False,0.0
mzcC8OPdnkKbfimmvqedOg,0.0002943456218020503,212,,,,,,,False,0.0
0PxMeIT6Tj1MH2jip5spMw,0.0002942831551305442,213,,,,,,,False,0.0
qAYmjp2zObRayfpYVUN-HA,0.00029423723624181933,214,,,,,,,False,0.0
7x5A_GbTLveFhLHf7MbGXQ,0.0002933836007990526,215,,,,,,,False,0.0
8GV2FoK0nkVKC6xMoKNKHA,0.00029334590353975433,216,,,,,,,False,0.0
ht8lG0gs4-ddM7ap3wwIaA,0.0002932716002871633,217,,,,,,,False,0.0
J8on84cuYSeLXYuzgc9xJA,0.00029226871968471686,218,,,,,,,False,0.0
6W7BXh5dHiWml8zwvvtR4Q,0.00029226384550522233,219,,,,,,,False,0.0
TMfqKovAdxptiQTqv5gslg,0.0002921097933601218,220,,,,,,,False,0.0
cRWfG4bnVec8tiF8VAycyA,0.00029184774568834237,221,,,,,,,False,0.0
eiQ7HEEuzToQue026gutXw,0.0002903591834075548,222,,,,,,,False,0.0
jo37YLQJyWhuKBdjlKpoAw,0.00028993562217076197,223,,,,,,,False,0.0
yh9LdwO06dCtk-sV4HjBUQ,0.0002899346902080825,224,,,,,,,False,0.0
zi5cMfvS1imWog3TFfuFnA,0.00028972970834234286,225,,,,,,,False,0.0
lm-KtpMuHoPVCkC7zpr_xg,0.00028950030230198926,226,,,,,,,False,0.0
fLDI6tGJNHfR_jYcP0ejCg,0.00028930771118151216,227,,,,,,,False,0.0
mc1uhOwSoZ-lMMcRiRd4iw,0.00028856256953238677,228,,,,,,,False,0.0
e8bOuDRCsHOb5IqQrapT2Q,0.0002884361610025642,229,,,,,,,False,0.0
k2qArgJgsWWrtWT_r0rRlQ,0.00028719592184826365,230,,,,,,,False,0.0
Nco5LfpnfjWkE2XoEexF-A,0.00028702069324554,231,,,,,,,False,0.0
1Nvx5xo_cErlEqpubzocSg,0.0002866509811841358,232,,,,,,,False,0.0
S5VH9dR3nCgNO5C0M_HttA,0.0002866159850001198,233,,,,,,,False,0.0
GLDeniJ20Z0X_ZMbt4Y8Jg,0.00028635737575696216,234,,,,,,,False,0.0
-Ze_1WxQmM_iDlc3kFZ8bg,0.00028587622490357147,235,,,,,,,False,0.0
-0epFLgYq2C1Jo_W4FOBKw,0.00028569493043065344,236,,,,,,,False,0.0
lSe_4H6iy6jmnDh_I_AGCg,0.00028569057524593797,237,,,,,,,False,0.0
e-kmlwJ-CDSiZCLBBKzUHA,0.00028507743737645353,238,,,,,,,False,0.0
K2CdyUamZALB_DXQT2iU_w,0.0002840148630791697,239,,,,,,,False,0.0
nIE7ph1w_bttQMJQx5hUEQ,0.00028333208102940835,240,,,,,,,False,0.0
4WWxTisW97Ks7r06Exxx2A,0.000282562046916203,241,1.7907,1.29,2.0,1.0986,0.2238,0.21857439446589888,True,0.0
cTAJ9PrmTvJ6mvf8Uj3hYQ,0.0002825333721382702,242,,,,,,,False,0.0
GUapKeZz8THjpuS3urS16A,0.00028212204367664265,243,,,,,,,False,0.0
zFvHFdx2lDsxnmtbpf79bw,0.0002819189931650054,244,,,,,,,False,0.0
8IazNnZkqYlNODBZPS1CGA,0.0002818595647265129,245,,,,,,,False,0.0
08SYU1uLNCned0Oyrh06JQ,0.0002816912417342534,246,,,,,,,False,0.0
nB6wv6EY7ExXdehFs6sB4A,0.0002816284006228898,247,,,,,,,False,0.0
Nx58HlMTrezf5wlCLbvSig,0.0002815845808395201,248,,,,,,,False,0.0
slReJ8PFVwozP3FBdj6ufQ,0.00028140439500239176,249,,,,,,,False,0.0
